ep1,econviol,emotvio,physvio,sexvio,sexphys,typevio,physcur,sexcur,emotcur,sexphcur,npsexvio,npsexviocur,npatmpsexvio,npatmpsexcur,nptouching,nptouchingcur,npsexabuse,npsexabusecur,w_religion,earlymarriage,justify,CONTROLLING,CONTROL,CONTROLNUM,anyIPV,diffage,sumdiffage,p_employ,EP3,ageyr5,ageyr10,EM,sQ601a,sQ601b,sQ601c,sQ601d,sQ601e,sQ601f,tQ602a,tQ602b,tQ602c,tQ602d,sQ607a,sQ607b,sQ607c,sQ607d,sQ607e,EP2,FCMAR,edresp,employstatus,SourceIncome,ETHNICITY,Fam_support,mcv1006,mcv1006a,mcv1006b,Q501R,agepartner,edpart,men_alcohol_all,mcv1008,mcv1009,Q513R,Q515R,Q516R,Q702,Q702R,eQ703a,eQ703b,eQ703c,eQ703d,eQ703e,eQ703f,eQ703g,eQ703h,country,weighing,rQ701a,rQ701b,rQ701c,rQ701d,HighIncome,Island,Governance,HDI,LAWDV,Governance1,HDI1,LAWDV1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,4,1,1,4,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,2,3,1,1,1,0,0,43,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,3,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,1,1,0,0,0,30,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,-2,1,1,4,5,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,9,1,4,2,6,1,0,0,0,34,2,2,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,-2,1,1,1,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,3,4,1,1,0,0,30,2,2,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,2,2,1,1,6,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,4,3,1,1,0,0,0,43,3,2,0,0,1,0,1,0,2,2,0,0,0,0,1,0,1,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-16,1,0,1,9,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,3,1,1,0,0,0,40,3,2,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,1,2,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,9,3,4,2,1,1,0,0,0,23,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,2,2,1,4,10,5,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,2,1,1,0,0,0,1,64,5,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,4,1,0,0,0,0,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,4,3,1,4,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,1,5,1,1,0,0,0,21,1,2,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,4,1,0,0,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,2,1,1,4,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,3,1,1,1,1,0,33,2,3,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,1,1,1,1,1,3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,6,3,1,17,4,0,1,8,4,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,3,5,1,0,0,0,70,6,1,1,0,0,0,0,0,3,3,1,1,1,1,1,0,1,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,0,0,0,0,0,-1,1,1,2,5,3,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,9,3,4,2,1,1,0,0,0,36,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4,1,1,1,8,4,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3,4,2,1,1,0,0,0,46,4,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,9,0,0,0,0,0,5,3,1,2,3,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,9,3,4,2,4,1,1,1,1,30,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,1,6,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,5,1,0,0,0,47,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,3,1,2,5,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,9,3,4,5,5,1,0,0,0,46,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,1,8,4,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2,4,4,1,1,1,0,1,59,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,2,1,1,9,5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,4,6,1,0,1,1,61,5,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,4,6,1,0,0,0,32,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,5,3,0,2,2,1,4,5,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9,2,4,5,1,1,0,0,0,40,3,2,0,0,0,1,0,0,3,3,1,0,1,1,1,0,0,1,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,3,2,1,2,3,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,9,3,4,2,4,1,0,0,0,29,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,11,4,1,1,6,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,2,4,1,0,0,0,53,4,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,0,1,0,0,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,1,1,3,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,3,4,1,0,1,1,30,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,6,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,3,4,1,0,0,0,43,3,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,13,4,1,1,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,3,6,1,0,1,1,50,4,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,7,4,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3,2,3,4,1,1,0,0,49,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,8,3,1,1,6,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,3,5,1,1,0,0,51,4,2,1,1,0,0,1,0,2,2,0,0,0,1,1,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,5,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,3,4,1,1,0,0,40,3,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,4,4,4,1,0,0,0,23,1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,4,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,6,1,0,0,0,34,2,3,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,1,1,7,4,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,4,4,4,1,1,0,1,53,4,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,1,1,1,6,3,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,4,1,1,0,0,0,39,3,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,6,3,0,4,8,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,9,3,4,1,6,1,0,0,0,56,5,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,4,3,1,1,4,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,4,1,1,1,0,0,34,2,3,0,0,1,1,1,0,2,2,0,0,1,1,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,3,3,0,4,3,0,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,9,2,1,1,1,1,0,0,0,20,1,2,1,0,0,1,1,0,3,3,0,0,1,1,1,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,4,0,1,6,3,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,5,1,1,0,1,62,5,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,3,1,1,5,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,3,6,1,0,0,0,39,3,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,10,4,0,1,4,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,1,4,1,0,0,0,40,3,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,2,0,7,3,1,1,7,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,2,3,4,0,1,0,1,52,4,2,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,4,10,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,1,4,4,6,1,0,0,0,61,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,6,3,1,1,8,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,1,1,1,0,0,0,57,5,1,1,0,0,0,1,1,2,2,0,0,0,1,1,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,1,1,1,1,1,2,0,4,4,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,5,1,1,0,0,0,31,2,2,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,4,10,5,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,2,1,1,2,5,4,1,1,0,0,79,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,7,3,1,3,2,1,4,4,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,9,2,4,2,4,1,0,0,1,34,2,2,1,0,0,0,1,1,3,3,1,1,1,1,1,1,0,1,4,1,0,0,1,0,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,5,3,1,1,4,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,4,1,1,1,0,0,37,3,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-10,1,0,1,7,4,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,4,4,1,1,0,0,0,36,3,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,1,1,5,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3,4,5,4,1,1,1,1,43,3,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,3,1,1,3,2,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2,2,1,6,1,0,0,0,34,2,2,1,0,1,1,0,0,2,2,0,0,0,1,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,1,9,5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,4,1,1,0,0,64,5,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8,3,1,11,4,1,1,6,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,2,3,4,1,1,0,0,55,5,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,1,2,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,3,4,2,1,1,0,0,1,30,2,3,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,4,1,1,1,1,0,1,1,.47,.784,8,1,2,2
1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,9,0,1,2,2,1,13,4,1,4,7,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,9,2,4,2,1,1,0,0,0,61,5,1,1,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,3,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,3,4,1,0,1,0,27,2,2,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,1,6,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,2,3,4,1,0,0,0,46,4,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,1,9,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,5,6,1,0,0,0,65,6,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,2,0,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,3,1,1,1,1,0,0,0,21,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,-3,1,1,2,10,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,9,3,4,2,1,1,1,0,0,60,5,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,1,1,1,0,0,1,1,.47,.784,8,1,2,2
1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,9,1,1,4,3,1,6,3,0,2,3,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,9,2,4,2,1,1,1,0,1,34,2,1,0,1,0,0,1,0,2,2,0,0,1,1,1,0,0,1,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,8,4,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,4,4,1,1,0,0,1,47,4,2,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,-10,1,1,4,9,5,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,2,9,1,4,2,1,1,0,0,0,47,4,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,15,4,1,1,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,1,1,0,0,0,49,4,2,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,1,0,1,10,5,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,1,1,0,0,0,61,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-8,1,0,1,9,5,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,5,6,1,0,0,0,50,4,2,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,1,.47,.784,8,1,2,2
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,3,1,-4,1,1,1,5,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,4,5,1,1,0,1,1,32,2,3,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,1,1,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,1,1,0,1,1,30,2,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,1,1,0,0,1,1,.47,.784,8,1,2,2
1,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,3,0,1,6,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,4,4,5,1,1,0,1,50,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,1,5,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,2,4,1,1,1,1,35,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,6,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,4,6,1,1,0,1,40,3,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,1,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,4,1,0,0,0,37,3,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,1,15,4,0,1,10,5,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,1,0,0,0,75,6,1,1,0,0,0,1,0,2,2,1,1,0,0,0,0,1,0,4,1,0,0,0,0,1,1,.47,.784,8,1,2,2
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,16,4,0,4,8,4,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,1,5,1,0,0,0,68,6,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5,1,1,1,8,4,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,2,3,4,1,0,0,0,46,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,1,1,1,1,.47,.784,8,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9,0,1,2,2,0,-6,1,1,2,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9,2,4,2,6,1,1,1,1,23,1,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,4,1,1,1,1,1,1,1,.47,.784,8,1,2,2
